image_id,object_id,entity,xmin,xmax,ymin,ymax
0001f06463aef4a3,0,/m/07j7r,0.8162500262,0.9918749928,0.5616179705,0.7732830048
0001f06463aef4a3,1,/m/07j7r,0.5637500286,0.9875000119,0.4694260061,0.6255879998
0004be5f2f0f1c66,0,/m/04dr76w,0.3808329999,0.9116669893,0.5306249857,0.6499999762
0004be5f2f0f1c66,1,/m/01g317,0.002499999944,0.3899999857,0.0,0.2737500072
0005ea10e0e14db1,0,/m/0k4j,0.0,0.7552080154,0.0,0.6728519797
0005ea10e0e14db1,1,/m/0k4j,0.7923179865,0.9993489981,0.1494140029,0.4921880066
00070d8a5eeb4235,0,/m/04bcr3,0.0,0.7918750048,0.5316669941,0.9991670251
00070d8a5eeb4235,1,/m/01g317,0.6143749952,0.8899999857,0.07833299786,0.8391669989
0009ffd4f02fadd0,0,/m/04yx4,0.4074999988,0.9618750215,0.1544049978,0.9573119879
0009ffd4f02fadd0,1,/m/0dzct,0.6343749762,0.8512499928,0.2688469887,0.7157130241
000a0c9bcf87532e,0,/m/04yx4,0.8025000095,0.9381250143,0.351503998,0.9990599751
000a0c9bcf87532e,1,/m/04yx4,0.2193749994,0.5037500262,0.2518799901,0.9990599751
000aa0232503aafc,0,/m/07j7r,0.0,0.9056249857,0.0,0.349999994
000aa0232503aafc,1,/m/04yx4,0.1762499958,0.4212499857,0.4025000036,0.8424999714
000b8d80f7386698,0,/m/04yx4,0.0,0.1257809997,0.1103290021,0.9988260269
000b8d80f7386698,1,/m/05s2s,0.5648440123,0.9890620112,0.4518780112,0.9518780112
000de2d23a112361,0,/m/04dr76w,0.2134149969,0.3498480022,0.5,0.8387500048
000de2d23a112361,1,/m/02zn6n,0.4016770124,0.7019820213,0.03624999896,0.4356249869
00152da819c824d4,0,/m/0cdl1,0.5947920084,0.8583329916,0.0,0.318749994
00152da819c824d4,1,/m/0cdl1,0.01250000019,0.1333329976,0.3937500119,0.8781250119
00182181e687981d,0,/m/04dr76w,0.5591719747,0.6735699773,0.2278860062,0.4565219879
00182181e687981d,1,/m/04dr76w,0.7909269929,0.9023669958,0.2263869941,0.4497750103
00182e06281874be,0,/m/01mzpv,0.005625000224,0.1243750006,0.463346988,0.925311029
00182e06281874be,1,/m/01xyhv,0.4743750095,0.6337500215,0.4287689924,0.7676349878
0018a6bad69af631,0,/m/03ssj5,0.0,0.9993749857,0.3174999952,0.9991670251
0018a6bad69af631,1,/m/034c16,0.5706250072,0.9993749857,0.3050000072,0.7275000215
001a63f2bff24c20,0,/m/0167gd,0.4319069982,0.8547340035,0.06355399638,0.9001299739
001a63f2bff24c20,1,/m/0167gd,0.1024639979,0.5071340203,0.2049289942,0.8806740046
001d5125f56451d6,0,/m/07j7r,0.7381250262,0.9731249809,0.01594699919,0.5872420073
001d5125f56451d6,1,/m/07j7r,0.3224999905,0.5174999833,0.2298309952,0.6529080272
001f9cae0dee88b9,0,/m/07j7r,0.0,0.2112500072,0.0,0.5586029887
001f9cae0dee88b9,1,/m/07j7r,0.7443749905,0.9993749857,0.0,0.8852869868
001fdb66099bff5b,0,/m/02dl1y,0.4185259938,0.6923599839,0.01062500011,0.265625
001fdb66099bff5b,1,/m/02dl1y,0.06288000196,0.3218390048,0.2599999905,0.5112500191
0022449a9546b5c1,0,/m/01mzpv,0.09340699762,0.2261900008,0.5505530238,0.7890999913
0022449a9546b5c1,1,/m/04yx4,0.5586079955,0.8095239997,0.4826219976,0.7764610052
0022ef286ceb095f,0,/m/02wbtzl,0.0,0.1431249976,0.2141669989,0.5016670227
0022ef286ceb095f,1,/m/06msq,0.2899999917,0.4106250107,0.2166669965,0.3966670036
0028d8db5f3295dd,0,/m/01d40f,0.1042940021,0.8972390294,0.2006250024,0.9506250024
0028d8db5f3295dd,1,/m/02wv6h6,0.09969300032,0.8880370259,0.4581249952,0.9506250024
002901902b4f8fb6,0,/m/01n4qj,0.6518750191,0.7799999714,0.3846150041,0.9090059996
002901902b4f8fb6,1,/m/06z37_,0.1237500012,0.3212499917,0.0,0.3189490139
0029d6713add6e62,0,/m/0pg52,0.4301080108,0.9973120093,0.5498049855,0.7265620232
0029d6713add6e62,1,/m/0k4j,0.233870998,0.4704299867,0.5712890029,0.6572269797
002d1b6fd06ba116,0,/m/02522,0.0,0.2293750048,0.3791669905,0.823333025
002d1b6fd06ba116,1,/m/03__z0,0.0,0.4918749928,0.07083299756,0.2891669869
002d39afecfd8113,0,/m/013y1f,0.4131250083,0.9993749857,0.3574750125,0.9993360043
002d39afecfd8113,1,/m/057cc,0.4793750048,0.9718750119,0.5920270085,0.8126249909
002dc3132ae9aa71,0,/m/03jm5,0.0,0.8543750048,0.1082860008,0.6657249928
002dc3132ae9aa71,1,/m/04m6gz,0.003125000047,0.8081250191,0.4679850042,0.6487759948
002dcd8640e53bb8,0,/m/07c52,0.5328119993,0.9187499881,0.237499997,0.8729169965
002dcd8640e53bb8,1,/m/07c52,0.0,0.1000000015,0.337500006,0.5416669846
00311d28415aa937,0,/m/07j7r,0.6608330011,0.9991670251,0.03312499821,0.3799999952
00311d28415aa937,1,/m/0fm3zh,0.08250000328,0.2349999994,0.7931249738,0.9300000072
003757cfa205148b,0,/m/0fly7,0.0,0.1031249985,0.7975000143,0.9991670251
003757cfa205148b,1,/m/01j61q,0.0462500006,0.4300000072,0.2533330023,0.5908330083
003b80fc0494a9f4,0,/m/050k8,0.3546879888,0.7624999881,0.0611759983,0.7764710188
003b80fc0494a9f4,1,/m/050k8,0.06875000149,0.5078120232,0.1199999973,0.9200000167
003c6961f6336c53,0,/m/033rq4,0.2668749988,0.3474999964,0.4462499917,0.8031250238
003c6961f6336c53,1,/m/033rq4,0.2193749994,0.443749994,0.09937500209,0.7862499952
003ec1e9e97a7053,0,/m/07j7r,0.3693749905,0.9993749857,0.0,0.4049200118
003ec1e9e97a7053,1,/m/07j7r,0.8212500215,0.9993749857,0.367076993,0.7530750036
004191de97995e99,0,/m/02xwb,0.1287499964,0.3549999893,0.174999997,0.3883329928
004191de97995e99,1,/m/02xwb,0.5281249881,0.6618750095,0.3658330142,0.5741670132
00495c08e6ef8da9,0,/m/01xyhv,0.228125006,0.3493750095,0.2992500067,0.8564730287
00495c08e6ef8da9,1,/m/01xyhv,0.1056250036,0.2193749994,0.3517819941,0.8602250218
004dec94c5de631f,0,/m/04169hn,0.2506250143,0.6768749952,0.2824999988,0.7316669822
004dec94c5de631f,1,/m/03tw93,0.3256250024,0.5962499976,0.3883329928,0.7191669941
004e97b29e423be6,0,/m/01g317,0.1350000054,0.287499994,0.3725000024,0.8358330131
004e97b29e423be6,1,/m/0342h,0.7293750048,0.9087499976,0.5208330154,0.7375000119
004f24ba0f98b1a0,0,/m/083wq,0.6881250143,0.9793750048,0.005890000146,0.9430630207
004f24ba0f98b1a0,1,/m/083wq,0.0393749997,0.5181249976,0.08769600093,0.7984290123
004f6f1618527205,0,/m/0h8mhzd,0.3588880002,0.6006739736,0.1806250066,0.4793750048
004f6f1618527205,1,/m/0h8mhzd,0.2367309928,0.4970510006,0.1581249982,0.446875006
0053f472bc37e550,0,/m/03hj559,0.1987500042,0.5749999881,0.6497179866,0.9114879966
0053f472bc37e550,1,/m/03hlz0c,0.0,0.4412499964,0.1939740032,0.4369109869
00569f93fee9ef20,0,/m/0dzct,0.2418749928,0.4043749869,0.1619590074,0.4708099961
00569f93fee9ef20,1,/m/04yx4,0.01374999993,0.6418750286,0.0329569988,0.9849339724
005ba76304b04b28,0,/m/02wbm,0.5787500143,0.9993749857,0.4603770077,0.9990569949
005ba76304b04b28,1,/m/02wbm,0.4487499893,0.765625,0.085849002,0.9216979742
005e097401d86c4c,0,/m/0284d,0.6429690123,0.859375,0.3183589876,0.5537109971
005e097401d86c4c,1,/m/0284d,0.6546880007,0.9117190242,0.8945310116,0.9990230203
006e452efd8b8271,0,/m/09728,0.3112500012,0.8762500286,0.0,0.3533329964
006e452efd8b8271,1,/m/09728,0.1662500054,0.8212500215,0.1466670036,0.4283330142
006e910bea677138,0,/m/0hg7b,0.07356300205,0.3839080036,0.2162580043,0.365031004
006e910bea677138,1,/m/0342h,0.1379310042,0.9977009892,0.8159509897,0.9984660149
00712e4c572bc325,0,/m/06nwz,0.7216669917,0.9983329773,0.2412499934,0.3650000095
00712e4c572bc325,1,/m/0ch_cf,0.2599999905,0.7216669917,0.375,0.9125000238
007191c09b7f8548,0,/m/0c_jw,0.6518750191,0.8312500119,0.6159549952,0.8933209777
007191c09b7f8548,1,/m/03bt1vf,0.2306250036,0.3506250083,0.4526900053,0.9035249949
007312875161ca61,0,/m/03bt1vf,0.05333299935,0.6716669798,0.06750000268,0.9637500048
007312875161ca61,1,/m/0dzct,0.4449999928,0.6600000262,0.1037499979,0.3625000119
00760c94a78ce806,0,/m/0hg7b,0.5099999905,0.8224999905,0.4850000143,0.5874999762
00760c94a78ce806,1,/m/04yx4,0.09375,0.7225000262,0.2791669965,0.9741669893
0076dce7e8685a71,0,/m/0dzct,0.3468750119,0.8443750143,0.1058330014,0.885833025
0076dce7e8685a71,1,/m/06c7f7,0.5918750167,0.7462499738,0.6183329821,0.75
0077a417d33f0ddb,0,/m/01g317,0.174999997,0.3027780056,0.7729169726,0.9750000238
0077a417d33f0ddb,1,/m/01g317,0.2472220063,0.3638890088,0.7937499881,0.9895830154
007994f7c819381e,0,/m/07j7r,0.6981250048,0.875,0.0,0.2091500014
007994f7c819381e,1,/m/09j2d,0.7475000024,0.9956250191,0.4864610136,0.9990659952
007a2a20d20b99c4,0,/m/0gjkl,0.08593799919,0.271874994,0.4359369874,0.7468749881
007a2a20d20b99c4,1,/m/0gjkl,0.5109379888,0.7468749881,0.4234380126,0.7406250238
007a3c84962984f8,0,/m/03__z0,0.8148440123,0.9992190003,0.0,0.7729169726
007a3c84962984f8,1,/m/0gjbg72,0.7226560116,0.9992190003,0.0,0.7906249762
007d30f0192f913a,0,/m/04yx4,0.1668750048,0.353125006,0.3881579936,0.9351500273
007d30f0192f913a,1,/m/04yx4,0.375,0.6324999928,0.3317669928,0.9990599751
00805e9889dcd944,0,/m/032b3c,0.1543750018,0.4118750095,0.4008330107,1.0
00805e9889dcd944,1,/m/03bt1vf,0.381249994,0.6056249738,0.481667012,0.989166975
0088e11ce1071a1e,0,/m/01xyhv,0.415625006,0.7156249881,0.3249999881,0.9992190003
0088e11ce1071a1e,1,/m/01xyhv,0.05312500149,0.4643749893,0.3406249881,0.9976559877
008cbce3d46712fa,0,/m/0h8mhzd,0.4174999893,0.6212499738,0.0,0.1652770042
008cbce3d46712fa,1,/m/0h8mhzd,0.0,0.09062500298,0.0,0.2683849931
008eb158a2eea53e,0,/m/0c9ph5,0.3709509969,0.8819230199,0.6460940242,0.9992190003
008eb158a2eea53e,1,/m/0c9ph5,0.2225710005,0.736676991,0.1398440003,0.578125
0090bdd9d012cb8c,0,/m/01rzcn,0.000624999986,0.9962499738,0.7787039876,0.9990739822
0090bdd9d012cb8c,1,/m/01bl7v,0.6068750024,0.8418750167,0.3166669905,0.6277779937
009ab65fbcbd7add,0,/m/06__v,0.1368750036,0.3100000024,0.1467290074,0.9056069851
009ab65fbcbd7add,1,/m/06__v,0.3199999928,0.4174999893,0.2560749948,0.9700930119
009c18837403aa70,0,/m/07j7r,0.01882399991,0.3141179979,0.0,0.6619470119
009c18837403aa70,1,/m/03bt1vf,0.04352900013,0.1964710057,0.4371680021,0.9964600205
009d661e06a26b9e,0,/m/01g317,0.0856250003,0.2287500054,0.5162870288,0.8900650144
009d661e06a26b9e,1,/m/01g317,0.5343750119,0.7231249809,0.5895770192,0.9218239784
009fa98953c23664,0,/m/07j7r,0.0,0.1655690074,0.0,0.1493750066
009fa98953c23664,1,/m/04yx4,0.5127000213,0.714016974,0.1556250006,0.5012500286
00a3cd901721e453,0,/m/02h19r,0.4562500119,0.6600000262,0.4774860144,0.9990620017
00a3cd901721e453,1,/m/02dl1y,0.3856250048,0.6087499857,0.1735460013,0.3836770058
00a5b135f1c45885,0,/m/0dtln,0.2775000036,0.6191669703,0.08375000209,0.9987499714
00a5b135f1c45885,1,/m/03m3pdh,0.4516670108,0.9966670275,0.5649999976,0.9987499714
00a5e66a7d17a02b,0,/m/0dzct,0.2163850069,0.3408379853,0.2335499972,0.4995369911
00a5e66a7d17a02b,1,/m/04yx4,0.06754200161,0.3952470124,0.1983319968,0.9990730286
00a98991ebdb4930,0,/m/03hl4l9,0.1302080005,0.5590280294,0.8359379768,0.9986979961
00a98991ebdb4930,1,/m/03hl4l9,0.7309030294,0.9982640147,0.8463540077,0.9986979961
00a9e8a54a8739a0,0,/m/09j2d,0.1737090051,0.3990609944,0.4117650092,0.9976469874
00a9e8a54a8739a0,1,/m/09j2d,0.4898279905,0.6948360205,0.3600000143,0.9929410219
00ae7b88ce898130,0,/m/07j7r,0.7375000119,0.9412500262,0.0,0.3663879931
00ae7b88ce898130,1,/m/07j7r,0.2725000083,0.4543749988,0.0,0.1972859949
00b050db61570c1f,0,/m/033rq4,0.0,0.3149999976,0.1416669935,0.4600000083
00b050db61570c1f,1,/m/01g317,0.6825000048,0.7925000191,0.4300000072,0.6200000048
00b6b1e9e7fe16f5,0,/m/01_bhs,0.446875006,0.6937500238,0.6281250119,0.8015620112
00b6b1e9e7fe16f5,1,/m/01_bhs,0.337500006,0.53125,0.7437499762,0.8500000238
00b7fb592b11ceb1,0,/m/07j7r,0.0,0.2745099962,0.0,0.2025000006
00b7fb592b11ceb1,1,/m/01g317,0.2978520095,0.7170869708,0.1106249988,0.8537499905
00c2d468bd5d1c36,0,/m/0342h,0.09937500209,0.7218750119,0.09789600223,0.7516180277
00c2d468bd5d1c36,1,/m/026t6,0.4181250036,0.6281250119,0.5736250281,0.9991909862
00cc72aec06e451b,0,/m/0d4v4,0.4037500024,0.7237499952,0.0009420000133,0.9915249944
00cc72aec06e451b,1,/m/0d4v4,0.02187499963,0.2949999869,0.1111110002,0.5301319957
00d4da7256eb8ec5,0,/m/03bt1vf,0.5703120232,0.8173829913,0.6090779901,0.9326500297
00d4da7256eb8ec5,1,/m/04bcr3,0.1376949996,0.7822269797,0.7686679959,0.9985359907
00d553a197fa79a2,0,/m/0dtln,0.7581250072,0.8862500191,0.4094089866,0.8728730083
00d553a197fa79a2,1,/m/0dtln,0.4331249893,0.7062500119,0.1101099998,0.9559559822
00d7b4914b61ca2f,0,/m/01g317,0.5062500238,0.7587500215,0.4273970127,0.9990869761
00d7b4914b61ca2f,1,/m/01g317,0.7268750072,0.8787500262,0.3488579988,0.9926940203
00dc47b29c30b9bf,0,/m/0dzct,0.4041669965,0.6166669726,0.234375,0.381249994
00dc47b29c30b9bf,1,/m/032b3c,0.08333300054,0.275000006,0.168750003,0.3874999881
00e22367d9850c8a,0,/m/07j7r,0.5118749738,0.7662500143,0.3016670048,0.4499999881
00e22367d9850c8a,1,/m/07j7r,0.8318750262,0.9993749857,0.269167006,0.5691670179
00e38e4fca4d4800,0,/m/03bj1,0.5185549855,0.7607420087,0.2033330053,0.9466670156
00e38e4fca4d4800,1,/m/03bj1,0.75,0.9199219942,0.375,0.6899999976
00e67752ff3b97f6,0,/m/04hgtk,0.05874999985,0.4637500048,0.3011260033,0.6529080272
00e67752ff3b97f6,1,/m/0dzct,0.1031249985,0.4043749869,0.3189490139,0.6350839734
00e72b17a0d7cadf,0,/m/06msq,0.4287109971,0.5957030058,0.1815519929,0.6969249845
00e72b17a0d7cadf,1,/m/01g317,0.4667969942,0.5683590174,0.1859440058,0.6515370011
00e7f1a520cafb36,0,/m/04yx4,0.7316669822,0.8700000048,0.2425000072,0.5187500119
00e7f1a520cafb36,1,/m/04yx4,0.6016669869,0.7641670108,0.193749994,0.6000000238
