image_id,object_id,entity,xmin,xmax,ymin,ymax,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0071f62f5d703904,0,/m/02p5f1q,0.1221629977,0.3456149995,0.0881889984,0.3411940038,0.011705685618729096,0.01839464882943144,0.012263099219620958,0.004459308807134894,0.021181716833890748,0.002787068004459309,0.008361204013377926,0.013377926421404682,0.004459308807134894,0.007246376811594203,0.002787068004459309,0.008918617614269788,0.0,0.012263099219620958,0.0,0.008918617614269788,0.010590858416945374,0.0,0.010590858416945374,0.002787068004459309,0.0,0.0,0.005574136008918618,0.007803790412486065,0.0033444816053511705,0.016722408026755852,0.006131549609810479,0.023411371237458192,0.04292084726867335,0.0016722408026755853,0.0039018952062430325,0.010590858416945374,0.004459308807134894,0.006131549609810479,0.002229654403567447,0.004459308807134894,0.011705685618729096,0.028428093645484948,0.007803790412486065,0.014492753623188406,0.01282051282051282,0.0039018952062430325,0.0,0.0011148272017837235,0.007803790412486065,0.014492753623188406,0.0033444816053511705,0.01282051282051282,0.0016722408026755853,0.010590858416945374,0.017279821627647716,0.007803790412486065,0.007803790412486065,0.007803790412486065,0.021739130434782608,0.023411371237458192,0.0,0.0039018952062430325,0.0016722408026755853,0.011148272017837236,0.029542920847268672,0.0189520624303233,0.002229654403567447,0.10590858416945373,0.00947603121516165,0.007803790412486065,0.01950947603121516,0.006131549609810479,0.0005574136008918618,0.007246376811594203,0.005574136008918618,0.006131549609810479,0.013935340022296544,0.007246376811594203,0.01839464882943144,0.016722408026755852,0.008918617614269788,0.007246376811594203,0.0005574136008918618,0.008918617614269788,0.0016722408026755853,0.013935340022296544,0.002229654403567447,0.0011148272017837235,0.0016722408026755853,0.0011148272017837235,0.017279821627647716,0.0,0.01560758082497213,0.012263099219620958,0.0,0.008361204013377926,0.0033444816053511705,0.027870680044593088,0.005574136008918618,0.004459308807134894,0.01282051282051282,0.0189520624303233,0.01282051282051282,0.0039018952062430325
0071f62f5d703904,1,/m/02p5f1q,0.1670230031,0.4818870127,0.3920210004,0.7737870216,0.008739406779661016,0.015095338983050847,0.04343220338983051,0.0034427966101694915,0.008739406779661016,0.004766949152542373,0.013241525423728813,0.003972457627118644,0.012182203389830509,0.00211864406779661,0.003707627118644068,0.011652542372881356,0.0,0.009798728813559322,0.0034427966101694915,0.005296610169491525,0.022775423728813558,0.001059322033898305,0.0026483050847457626,0.001853813559322034,0.0034427966101694915,0.001059322033898305,0.014830508474576272,0.011917372881355932,0.005826271186440678,0.015360169491525424,0.01350635593220339,0.011387711864406779,0.04184322033898305,0.010858050847457628,0.010858050847457628,0.0034427966101694915,0.005031779661016949,0.005031779661016949,0.03893008474576271,0.005561440677966102,0.010063559322033898,0.01986228813559322,0.008739406779661016,0.011917372881355932,0.005826271186440678,0.009004237288135594,0.0005296610169491525,0.00026483050847457627,0.009798728813559322,0.01059322033898305,0.00847457627118644,0.0013241525423728813,0.005826271186440678,0.012976694915254237,0.013771186440677966,0.008739406779661016,0.005826271186440678,0.009798728813559322,0.0256885593220339,0.020127118644067795,0.004502118644067797,0.003972457627118644,0.006355932203389831,0.010858050847457628,0.027807203389830507,0.023569915254237288,0.0031779661016949155,0.020127118644067795,0.001059322033898305,0.015889830508474576,0.012447033898305085,0.0066207627118644065,0.014036016949152543,0.0066207627118644065,0.004502118644067797,0.019067796610169493,0.005031779661016949,0.005296610169491525,0.010858050847457628,0.0357521186440678,0.014830508474576272,0.00423728813559322,0.003707627118644068,0.009798728813559322,0.007944915254237288,0.010328389830508475,0.0015889830508474577,0.008209745762711865,0.00423728813559322,0.001853813559322034,0.009269067796610169,0.0,0.03336864406779661,0.0034427966101694915,0.0007944915254237289,0.0031779661016949155,0.0066207627118644065,0.009004237288135594,0.001059322033898305,0.0023834745762711866,0.026483050847457626,0.014830508474576272,0.006355932203389831,0.002913135593220339
0071f62f5d703904,2,/m/02p5f1q,0.3693139851,0.5783770084,0.1232040003,0.4100930095,0.01744186046511628,0.013742071881606765,0.024841437632135307,0.006871035940803382,0.025898520084566595,0.0036997885835095136,0.012684989429175475,0.024841437632135307,0.006342494714587738,0.007928118393234672,0.008985200845665961,0.017970401691331923,0.0,0.01004228329809725,0.006342494714587738,0.012684989429175475,0.009513742071881607,0.004228329809725159,0.006871035940803382,0.007928118393234672,0.0010570824524312897,0.0010570824524312897,0.008985200845665961,0.0005285412262156448,0.003171247357293869,0.016913319238900635,0.0021141649048625794,0.021141649048625793,0.03276955602536998,0.0,0.0015856236786469344,0.006871035940803382,0.0,0.007928118393234672,0.022198731501057084,0.0015856236786469344,0.006871035940803382,0.0200845665961945,0.013742071881606765,0.005285412262156448,0.011099365750528542,0.0010570824524312897,0.002642706131078224,0.0010570824524312897,0.013213530655391121,0.003171247357293869,0.0010570824524312897,0.008985200845665961,0.006342494714587738,0.01744186046511628,0.01638477801268499,0.01427061310782241,0.008985200845665961,0.017970401691331923,0.02536997885835095,0.026427061310782242,0.002642706131078224,0.0010570824524312897,0.003171247357293869,0.01004228329809725,0.03224101479915433,0.016913319238900635,0.0047568710359408035,0.07346723044397463,0.006342494714587738,0.0047568710359408035,0.01004228329809725,0.01004228329809725,0.0036997885835095136,0.002642706131078224,0.0010570824524312897,0.005813953488372093,0.014799154334038054,0.010570824524312896,0.013213530655391121,0.03805496828752643,0.009513742071881607,0.008456659619450317,0.005285412262156448,0.006342494714587738,0.0010570824524312897,0.012684989429175475,0.0,0.007928118393234672,0.002642706131078224,0.007399577167019027,0.01004228329809725,0.0021141649048625794,0.003171247357293869,0.0015856236786469344,0.0,0.003171247357293869,0.005285412262156448,0.01638477801268499,0.002642706131078224,0.0021141649048625794,0.01004228329809725,0.013213530655391121,0.008456659619450317,0.016913319238900635
0071f62f5d703904,3,/m/02p5f1q,0.5047399998,0.8543069959,0.4417180121,0.8551099896,0.007275132275132275,0.015432098765432098,0.04343033509700176,0.0,0.011243386243386243,0.0068342151675485005,0.002204585537918871,0.006613756613756613,0.01917989417989418,0.006393298059964726,0.00837742504409171,0.005511463844797178,0.0,0.016534391534391533,0.007936507936507936,0.0030864197530864196,0.014991181657848324,0.0006613756613756613,0.009479717813051146,0.0028659611992945325,0.020282186948853614,0.001984126984126984,0.019620811287477953,0.0030864197530864196,0.0008818342151675485,0.012125220458553791,0.007054673721340388,0.010582010582010581,0.02138447971781305,0.0028659611992945325,0.01521164021164021,0.006393298059964726,0.004409171075837742,0.005731922398589065,0.046296296296296294,0.0011022927689594356,0.007936507936507936,0.015652557319223985,0.020282186948853614,0.009259259259259259,0.0030864197530864196,0.01829805996472663,0.004188712522045855,0.0006613756613756613,0.011684303350970017,0.010582010582010581,0.003968253968253968,0.0026455026455026454,0.00837742504409171,0.010582010582010581,0.006613756613756613,0.007716049382716049,0.006613756613756613,0.015432098765432098,0.01521164021164021,0.01763668430335097,0.0013227513227513227,0.004409171075837742,0.012125220458553791,0.007716049382716049,0.01455026455026455,0.013227513227513227,0.0011022927689594356,0.009700176366843033,0.005070546737213404,0.022486772486772486,0.013888888888888888,0.006613756613756613,0.005511463844797178,0.006172839506172839,0.004188712522045855,0.005731922398589065,0.005511463844797178,0.0048500881834215165,0.022707231040564373,0.07407407407407407,0.016534391534391533,0.0011022927689594356,0.025793650793650792,0.008597883597883597,0.005511463844797178,0.012125220458553791,0.004629629629629629,0.0048500881834215165,0.005511463844797178,0.005070546737213404,0.009479717813051146,0.0004409171075837742,0.013447971781305114,0.0004409171075837742,0.001984126984126984,0.004629629629629629,0.0033068783068783067,0.01521164021164021,0.014991181657848324,0.001984126984126984,0.012786596119929453,0.012345679012345678,0.011022927689594356,0.003747795414462081
0071f62f5d703904,4,/m/02vqfm,0.6022880077,0.8358150125,0.4553590119,0.6510930061,0.029861111111111113,0.025,0.043055555555555555,0.001388888888888889,0.0375,0.009722222222222222,0.002777777777777778,0.0,0.010416666666666666,0.011805555555555555,0.0020833333333333333,0.011111111111111112,0.0,0.017361111111111112,0.009027777777777777,0.0006944444444444445,0.014583333333333334,0.0,0.003472222222222222,0.002777777777777778,0.004166666666666667,0.0,0.01875,0.004166666666666667,0.002777777777777778,0.00625,0.015277777777777777,0.011111111111111112,0.027083333333333334,0.0,0.016666666666666666,0.00625,0.007638888888888889,0.011805555555555555,0.0,0.0020833333333333333,0.006944444444444444,0.029861111111111113,0.06111111111111111,0.009027777777777777,0.004861111111111111,0.004166666666666667,0.002777777777777778,0.0006944444444444445,0.010416666666666666,0.002777777777777778,0.001388888888888889,0.002777777777777778,0.008333333333333333,0.0,0.009722222222222222,0.006944444444444444,0.015277777777777777,0.0006944444444444445,0.004861111111111111,0.011805555555555555,0.00625,0.0,0.004861111111111111,0.03333333333333333,0.00625,0.01875,0.017361111111111112,0.007638888888888889,0.011805555555555555,0.011111111111111112,0.016666666666666666,0.004861111111111111,0.00625,0.004166666666666667,0.001388888888888889,0.008333333333333333,0.009027777777777777,0.002777777777777778,0.008333333333333333,0.024305555555555556,0.017361111111111112,0.022916666666666665,0.0,0.021527777777777778,0.013888888888888888,0.0020833333333333333,0.004166666666666667,0.0006944444444444445,0.0020833333333333333,0.0020833333333333333,0.00625,0.019444444444444445,0.0006944444444444445,0.011111111111111112,0.0006944444444444445,0.005555555555555556,0.002777777777777778,0.005555555555555556,0.0125,0.03125,0.0020833333333333333,0.019444444444444445,0.017361111111111112,0.013888888888888888
0071f62f5d703904,5,/m/02p5f1q,0.6841779947,0.9381009936,0.1762890071,0.484638989,0.012274959083469721,0.010638297872340425,0.047872340425531915,0.0,0.015139116202945991,0.0028641571194762683,0.0028641571194762683,0.004909983633387889,0.0016366612111292963,0.010229132569558102,0.005319148936170213,0.015957446808510637,0.0,0.015548281505728314,0.0004091653027823241,0.004091653027823241,0.022913256955810146,0.0,0.0061374795417348605,0.0004091653027823241,0.0008183306055646482,0.0,0.0036824877250409165,0.008592471358428805,0.0036824877250409165,0.007774140752864157,0.015548281505728314,0.013911620294599018,0.027004909983633387,0.006955810147299509,0.0061374795417348605,0.009410801963993453,0.0036824877250409165,0.009410801963993453,0.021685761047463174,0.0032733224222585926,0.0036824877250409165,0.018412438625204582,0.006955810147299509,0.006546644844517185,0.010229132569558102,0.016775777414075287,0.0,0.0032733224222585926,0.03805237315875614,0.010229132569558102,0.006546644844517185,0.0012274959083469722,0.004500818330605565,0.007774140752864157,0.02414075286415712,0.0024549918166939444,0.011456628477905073,0.01104746317512275,0.013911620294599018,0.015139116202945991,0.004091653027823241,0.0061374795417348605,0.005319148936170213,0.019639934533551555,0.021685761047463174,0.0024549918166939444,0.007774140752864157,0.021685761047463174,0.009819967266775777,0.019639934533551555,0.008183306055646482,0.0057283142389525366,0.0028641571194762683,0.0012274959083469722,0.0016366612111292963,0.00900163666121113,0.0057283142389525366,0.014320785597381341,0.0057283142389525366,0.11088379705400982,0.012684124386252046,0.0036824877250409165,0.004091653027823241,0.018412438625204582,0.0004091653027823241,0.012684124386252046,0.0024549918166939444,0.011865793780687398,0.0024549918166939444,0.004091653027823241,0.011865793780687398,0.0012274959083469722,0.02495908346972177,0.005319148936170213,0.0,0.014320785597381341,0.0020458265139116204,0.004091653027823241,0.013911620294599018,0.0020458265139116204,0.0028641571194762683,0.010229132569558102,0.010229132569558102,0.007364975450081833
0071f62f5d703904,6,/m/02vqfm,0.1821980029,0.3951379955,0.4210200012,0.5824139714,0.01090909090909091,0.02,0.024545454545454544,0.004545454545454545,0.01,0.004545454545454545,0.0036363636363636364,0.0,0.01818181818181818,0.0036363636363636364,0.0,0.02,0.0,0.01818181818181818,0.0009090909090909091,0.0,0.026363636363636363,0.0009090909090909091,0.0,0.00909090909090909,0.007272727272727273,0.0,0.01818181818181818,0.026363636363636363,0.019090909090909092,0.00909090909090909,0.017272727272727273,0.03,0.04727272727272727,0.0027272727272727275,0.02181818181818182,0.005454545454545455,0.01090909090909091,0.00909090909090909,0.0,0.005454545454545455,0.007272727272727273,0.017272727272727273,0.019090909090909092,0.02181818181818182,0.0027272727272727275,0.011818181818181818,0.0009090909090909091,0.0018181818181818182,0.00909090909090909,0.0,0.013636363636363636,0.004545454545454545,0.0027272727272727275,0.0,0.0027272727272727275,0.013636363636363636,0.005454545454545455,0.005454545454545455,0.0,0.04363636363636364,0.017272727272727273,0.0,0.013636363636363636,0.014545454545454545,0.008181818181818182,0.05,0.03272727272727273,0.0,0.006363636363636364,0.0,0.019090909090909092,0.02181818181818182,0.0036363636363636364,0.0018181818181818182,0.007272727272727273,0.008181818181818182,0.006363636363636364,0.0009090909090909091,0.03,0.028181818181818183,0.014545454545454545,0.014545454545454545,0.0,0.013636363636363636,0.01,0.0,0.0027272727272727275,0.0036363636363636364,0.0009090909090909091,0.0018181818181818182,0.0009090909090909091,0.007272727272727273,0.0,0.005454545454545455,0.0,0.0,0.0009090909090909091,0.016363636363636365,0.015454545454545455,0.006363636363636364,0.0036363636363636364,0.0,0.012727272727272728,0.01
00723dac8201a83e,0,/m/0k4j,0.1719260067,0.7379819751,0.2618139982,0.5789489746,0.012315270935960592,0.011787473610133709,0.003342716396903589,0.009500351864883884,0.012491203377902885,0.006861365235749472,0.020584095707248416,0.007037297677691766,0.0,0.005805770584095708,0.009852216748768473,0.014250527797325828,0.0,0.012315270935960592,0.02199155524278677,0.011963406052076003,0.004750175932441942,0.008268824771287826,0.019176636171710063,0.012315270935960592,0.003342716396903589,0.003342716396903589,0.007213230119634061,0.016713581984517945,0.001055594651653765,0.026389866291344124,0.0012315270935960591,0.026917663617171007,0.0031667839549612948,0.022167487684729065,0.004574243490499648,0.012491203377902885,0.0017593244194229415,0.02023223082336383,0.005453905700211119,0.005981703026038001,0.004574243490499648,0.006157635467980296,0.011963406052076003,0.004398311048557354,0.014602392681210415,0.0017593244194229415,0.012315270935960592,0.025158339197748066,0.005629838142153413,0.009852216748768473,0.014074595355383532,0.007037297677691766,0.004046446164672765,0.015833919774806474,0.008972554539057003,0.01864883884588318,0.007213230119634061,0.012667135819845179,0.003342716396903589,0.01055594651653765,0.019000703729767768,0.014602392681210415,0.010380014074595356,0.005981703026038001,0.004398311048557354,0.0019352568613652356,0.018824771287825476,0.0019352568613652356,0.021639690358902182,0.00211118930330753,0.008972554539057003,0.015306122448979591,0.00510204081632653,0.005629838142153413,0.005277973258268825,0.003342716396903589,0.007213230119634061,0.01600985221674877,0.001055594651653765,0.022167487684729065,0.010731878958479943,0.009148486980999296,0.006157635467980296,0.006509500351864884,0.0007037297677691766,0.018824771287825476,0.0024630541871921183,0.006861365235749472,0.0014074595355383533,0.005629838142153413,0.00510204081632653,0.0014074595355383533,0.0029908515130190006,0.010028149190710767,0.013546798029556651,0.03131597466572836,0.003342716396903589,0.0019352568613652356,0.010731878958479943,0.00967628430682618,0.05365939479239972,0.015306122448979591,0.012139338494018296,0.004046446164672765
00723dac8201a83e,1,/m/0k4j,0.0,0.1660909951,0.3376930058,0.6236979961,0.001336898395721925,0.008689839572192513,0.0,0.001336898395721925,0.004010695187165776,0.00267379679144385,0.019385026737967916,0.010026737967914439,0.002005347593582888,0.017379679144385027,0.0006684491978609625,0.00267379679144385,0.0,0.001336898395721925,0.04478609625668449,0.004679144385026738,0.0106951871657754,0.00267379679144385,0.02072192513368984,0.008689839572192513,0.002005347593582888,0.010026737967914439,0.0,0.016042780748663103,0.0006684491978609625,0.052807486631016046,0.0066844919786096255,0.05213903743315508,0.008021390374331552,0.04344919786096257,0.008021390374331552,0.00267379679144385,0.00267379679144385,0.001336898395721925,0.0,0.0,0.0053475935828877,0.0066844919786096255,0.0,0.0006684491978609625,0.01270053475935829,0.009358288770053475,0.0,0.03676470588235294,0.014037433155080214,0.014705882352941176,0.010026737967914439,0.00267379679144385,0.004679144385026738,0.0053475935828877,0.011363636363636364,0.0006684491978609625,0.001336898395721925,0.0033422459893048127,0.0006684491978609625,0.034759358288770054,0.029411764705882353,0.0066844919786096255,0.001336898395721925,0.008021390374331552,0.006016042780748663,0.00267379679144385,0.01270053475935829,0.0,0.04344919786096257,0.01270053475935829,0.001336898395721925,0.010026737967914439,0.03943850267379679,0.004679144385026738,0.008689839572192513,0.014705882352941176,0.0066844919786096255,0.004010695187165776,0.006016042780748663,0.006016042780748663,0.0006684491978609625,0.004010695187165776,0.004679144385026738,0.0053475935828877,0.008021390374331552,0.042112299465240643,0.0,0.001336898395721925,0.0053475935828877,0.00267379679144385,0.0006684491978609625,0.0006684491978609625,0.014705882352941176,0.008689839572192513,0.045454545454545456,0.029411764705882353,0.006016042780748663,0.004679144385026738,0.0006684491978609625,0.01537433155080214,0.004679144385026738,0.009358288770053475,0.0033422459893048127,0.012032085561497326
00723dac8201a83e,2,/m/0k4j,0.7073450089,1.0,0.1878809929,0.5556020141,0.01607142857142857,0.00625,0.0026785714285714286,0.002380952380952381,0.011904761904761904,0.002976190476190476,0.01607142857142857,0.002380952380952381,0.0011904761904761906,0.01875,0.01130952380952381,0.0017857142857142857,0.0,0.002380952380952381,0.01875,0.012202380952380952,0.0020833333333333333,0.025,0.02619047619047619,0.001488095238095238,0.0005952380952380953,0.009226190476190476,0.0035714285714285713,0.023214285714285715,0.0008928571428571428,0.01369047619047619,0.0035714285714285713,0.009523809523809525,0.009226190476190476,0.029166666666666667,0.004761904761904762,0.006547619047619048,0.0011904761904761906,0.01904761904761905,0.015773809523809523,0.005357142857142857,0.003869047619047619,0.010416666666666666,0.02470238095238095,0.00625,0.01369047619047619,0.0011904761904761906,0.008630952380952382,0.01488095238095238,0.00029761904761904765,0.001488095238095238,0.018154761904761906,0.01011904761904762,0.0026785714285714286,0.015178571428571428,0.00744047619047619,0.016666666666666666,0.0035714285714285713,0.008333333333333333,0.005952380952380952,0.019642857142857142,0.051488095238095236,0.0011904761904761906,0.012202380952380952,0.004761904761904762,0.010416666666666666,0.013392857142857142,0.012797619047619047,0.003273809523809524,0.02470238095238095,0.0011904761904761906,0.015773809523809523,0.007142857142857143,0.029166666666666667,0.002976190476190476,0.01994047619047619,0.004464285714285714,0.012797619047619047,0.0017857142857142857,0.001488095238095238,0.009523809523809525,0.005952380952380952,0.012797619047619047,0.0,0.007142857142857143,0.004166666666666667,0.012202380952380952,0.005357142857142857,0.010714285714285714,0.011011904761904763,0.003273809523809524,0.01875,0.00029761904761904765,0.00029761904761904765,0.01607142857142857,0.01130952380952381,0.029166666666666667,0.001488095238095238,0.002976190476190476,0.025297619047619048,0.020833333333333332,0.004166666666666667,0.008333333333333333,0.012797619047619047,0.004761904761904762
